snapshot_index,snapshot_name,snapshot_dir,status,goal_reached,total_steps,completion_time_s,solver_compute_time_s,environment_step_wall_time_s,total_wall_time_s,torque_abs_integral_nm_s,torque_signed_integral_nm_s,mean_abs_torque_nm,rl_segments,mean_bbar,mean_hbar,mean_burst_steps,mean_horizon_steps,final_theta_rad,final_omega_rad_s
108,online-critic_20260630T210847835870,artifacts/model-snapshots/online-critic_20260630T210847835870,max_steps_reached,False,3000,30.0,31.22749200213002,0.18895200404222123,33.36790362501051,0.0,0.0,0.0,3000,0.04034166666666667,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
109,online-critic_20260630T210905608940,artifacts/model-snapshots/online-critic_20260630T210905608940,max_steps_reached,False,3000,30.0,24.11286414792994,0.1641700724430848,25.671304874995258,0.11999992860811291,-0.11999992860811291,0.00399999762027043,2172,0.0,0.0019337016574585636,1.0,1.3812154696132597,4.567114686401503,-1.9818311228451013
110,online-critic_20260630T210933817007,artifacts/model-snapshots/online-critic_20260630T210933817007,max_steps_reached,False,3000,30.0,23.949892695934977,0.1630826226901263,25.51282433400047,0.23999688985205025,-0.23999688985205025,0.007999896328401675,2154,0.0,0.00201949860724234,1.0,1.392757660167131,4.683252028543136,-1.5432925434849802
111,online-critic_20260630T210954787012,artifacts/model-snapshots/online-critic_20260630T210954787012,max_steps_reached,False,3000,30.0,26.993364180845674,0.17270374461077154,28.825113625003723,0.11999987779983182,-0.11999987779983182,0.0039999959266610605,2502,0.0,0.0010191846522781775,1.0,1.1990407673860912,4.566402987727433,-1.9847169082060554
112,online-critic_20260630T211022331781,artifacts/model-snapshots/online-critic_20260630T211022331781,max_steps_reached,False,3000,30.0,31.606374586495804,0.18906093793339096,33.84428495800239,0.0,0.0,0.0,3000,0.0,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
113,online-critic_20260630T211042305147,artifacts/model-snapshots/online-critic_20260630T211042305147,max_steps_reached,False,3000,30.0,23.646415084804175,0.1662984021822922,25.22113708301913,0.4199729294092635,-0.4199729294092635,0.01399909764697545,2082,0.02216618635926993,0.0023054755043227667,1.0,1.440922190201729,4.827122404957373,0.19555989593145767
114,online-critic_20260630T211105259010,artifacts/model-snapshots/online-critic_20260630T211105259010,max_steps_reached,False,3000,30.0,20.636845598201035,0.15328297603991814,21.939079874980962,0.7037079019645007,-0.55164706931002,0.02345693006548336,1633,0.21941212492345377,0.005557256582976118,1.0061236987140232,2.074709124311084,4.750215775348306,1.5204182416207648
115,online-critic_20260630T211138363546,artifacts/model-snapshots/online-critic_20260630T211138363546,max_steps_reached,False,3000,30.0,29.616537606838392,0.18530570372240618,31.53436416600016,0.11999968890946178,-0.11999968890946178,0.0039999896303153926,2792,0.003089183381088825,0.0003939828080229227,1.0,1.0744985673352436,4.566568628047874,-1.9839837123129964
116,online-critic_20260630T211158362228,artifacts/model-snapshots/online-critic_20260630T211158362228,max_steps_reached,False,3000,30.0,21.71382558933692,0.15540895206504501,23.026048625004478,1.224446175024827,-0.6724222198132637,0.04081487250082757,1712,0.0019275700934579443,0.005432242990654206,1.0,2.023948598130841,1.231820293474393,-0.11212287117929963
117,online-critic_20260630T211229500705,artifacts/model-snapshots/online-critic_20260630T211229500705,max_steps_reached,False,3000,30.0,20.675809445907362,0.15567125732195564,21.949542333983118,1.3411051500193094,-0.5987867119386466,0.04470350500064364,1722,0.2068815331010453,0.004108594657375146,1.0121951219512195,1.7473867595818815,3.141810672992915,4.958947882222376
118,online-critic_20260630T211250100755,artifacts/model-snapshots/online-critic_20260630T211250100755,max_steps_reached,False,3000,30.0,31.642763575626304,0.19896749901818112,33.802920415997505,0.0,0.0,0.0,3000,0.0,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
119,online-critic_20260630T211306676434,artifacts/model-snapshots/online-critic_20260630T211306676434,max_steps_reached,False,3000,30.0,15.348968224454438,0.14085361681645736,16.289304833015194,1.2358916968801492,-0.07599828356819723,0.04119638989600497,942,0.042011677282377924,0.014729299363057325,1.0,3.8121019108280256,1.211161962506415,-0.48237071280302063
120,online-critic_20260630T211332227578,artifacts/model-snapshots/online-critic_20260630T211332227578,max_steps_reached,False,3000,30.0,31.818856172147207,0.19534497481072322,34.1958890829992,0.0,0.0,0.0,3000,0.010241666666666666,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
121,online-critic_20260630T211350154172,artifacts/model-snapshots/online-critic_20260630T211350154172,max_steps_reached,False,3000,30.0,31.442191157693742,0.19430970767280087,33.54983862498193,0.0,0.0,0.0,3000,0.0,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
122,online-critic_20260630T211410602720,artifacts/model-snapshots/online-critic_20260630T211410602720,max_steps_reached,False,3000,30.0,29.211062734626466,0.1879702016012743,31.264264500001445,0.5699907674999467,0.38999151960954387,0.018999692249998222,2672,0.03187687125748503,0.0007578592814371259,1.0,1.1302395209580838,3.4377285506509168,4.843505228850425
123,online-critic_20260630T211440306825,artifacts/model-snapshots/online-critic_20260630T211440306825,max_steps_reached,False,3000,30.0,31.11986390396487,0.18579032825073227,33.11101091600722,0.0,0.0,0.0,3000,0.013475,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
124,online-critic_20260630T211503611420,artifacts/model-snapshots/online-critic_20260630T211503611420,max_steps_reached,False,3000,30.0,15.327264037972782,0.12993007997283712,16.183923250006046,0.8885250450606986,0.3685410374328308,0.02961750150202329,744,0.010752688172043012,0.02691532258064516,1.0,6.263440860215054,2.4576925280490114,4.6563693454587645
125,online-critic_20260630T211538396230,artifacts/model-snapshots/online-critic_20260630T211538396230,max_steps_reached,False,3000,30.0,31.126664692739723,0.1877260451146867,33.177668749995064,0.07999887828213374,0.07999887828213374,0.002666629276071125,2963,0.06314546068174148,7.593655079311508e-05,1.0,1.0124873439082012,4.3518937708741525,-2.7523496675101824
126,online-critic_20260630T211555865635,artifacts/model-snapshots/online-critic_20260630T211555865635,max_steps_reached,False,3000,30.0,29.335310455819126,0.1842445065267384,31.277937583014136,0.2799966352360656,0.09999866344585236,0.009333221174535519,2709,0.04631782945736434,0.0007475083056478406,1.0,1.1391657438169067,4.755635549197786,-1.0402152973359002
127,online-critic_20260630T211629663938,artifacts/model-snapshots/online-critic_20260630T211629663938,max_steps_reached,False,3000,30.0,31.12167171254987,0.18688196450239047,33.214797958993586,0.0,0.0,0.0,3000,0.11579999999999999,0.0,1.0,1.0,3.975215715441925,-3.6331301292068185
128,online-critic_20260630T211647913918,artifacts/model-snapshots/online-critic_20260630T211647913918,max_steps_reached,False,3000,30.0,26.73564404476201,0.1679127910756506,28.43579708400648,0.35999719254174034,-1.1263678207129591e-06,0.011999906418058011,2407,0.07656834233485667,0.0018176152887411719,1.0,1.3485666805151642,4.77269861078729,1.2254674383011344
